4168|MadameAgnes	fic1852f
mdp.39015005776847|Wade	fic1936m
mdp.39015010249640|Addington	bio1939m
wu.89105741904|Adams	bio1898m
dul1.ark+=13960=t2v41g826|MichobAder	fic1911m
uc1.32106001534913|ArcherArtemis	fic1956m
11944|Weld	fic1853m
mdp.39015059775612|GeorgeW.Norris	bio1959m
13170|missVernon	fic1806f
mdp.39015038785047|Lucas	bio1938m
nyp.33433082536842|Joachim	bio1799m
nyp.33433067278428|Mr.Wigman	bio1882m
inu.30000102053281|Eva	fic2005f
loc.ark+=13960=t71v5wk3c|Hudson	bio1894m
uc1.b3287086|Milton	bio1850m
mdp.39015009118418|Irmgard	fic1993f
mdp.39015051324153|Sally	fic1938f
1900|LadyVaughan	fic1820f
mdp.39015041902902|MrsTiplady	bio1988f
11109|Trilby	fic1894f
hvd.32044026016576|Gibbon	bio1810m
nyp.33433074920871|Mr.Pen	fic1919m
nyp.33433076058340|MishterDoran	fic1901m
uc2.ark+=13960=t55d8sj12|Septimus	fic1912m
nyp.33433082384524|Mr.Fox	bio1836m
mdp.39015054067338|Jay	bio1964m
uc1.b3803586|Plessis	fic1990m
14361|Julie	fic1866f
mdp.39015052768275|MindanaoHerald	bio2000u
8583|Scully	fic1878m
16|Raymond	fic1840m
mdp.39015041845945|OwenDale	bio1965m
mdp.39015030754066|Milton	bio1889m
mdp.39015049815528|Robert	bio1961m
yale.39002006453667|Frobisher	bio1890u
uc2.ark+=13960=t88g8jf6p|Appleton	fic1922m
uc1.$b244485|Schilsky	fic1931m
uc1.b3638800|JosephWilliamson	bio1949m
mdp.39015051592361|Helen	bio2000f
mdp.39015008269063|EdmundRandolph	bio1948m
mdp.39015009440895|Southey	bio1970m
uc1.b297274|Pope	bio1870m
hvd.hxj3np|Mr.Moyle	bio1833m
uc1.b4099722|Evasherah	fic1927u
mdp.39015019791972|Kelsen	bio1983m
uc2.ark+=13960=t0000711m|Elizabeth	bio1904f
nyp.33433082533583|Cibber	bio1800m
mdp.39015004780980|TimSullivan	bio1946m
uva.x001478451|Buchan	bio1856m
2640|KettleFlatnose	fic1870u
7422|Oliver	fic1898m
mdp.39015033548986|Bannon	fic1953m
14937|MrMowbray	fic1860m
mdp.39015023718227|Wordsworth	bio1959m
mdp.39015029915389|Sam	fic1975m
uc1.$b106299|Maria	fic1948f
osu.32435056854573|Mr.Force	fic1934m
mdp.39015021491702|Benny	bio1991m
wu.89097269070|WilheimMeister	bio1863m
nyp.33433009331616|BlackCharles	bio1862m
uc1.$b120397|AubreyThomson	fic1968m
9228|Fred	fic1847m
mdp.39015013716710|Jimmy	bio1968m
uc1.b4517821|BenjaminFranklin	bio1895m
yale.39002004740156|Evelyn	bio1915f
uc1.b4311334|Amery	bio1966m
7956|Agnes	fic1829f
mdp.39015004253889|Conway	bio1852m
mdp.39015019133217|MarthaCurley	fic1948f
uc1.$b244224|Spanswick	fic1963m
9810|Agnes	fic1869f
mdp.39015051278334|Percy	fic2001m
loc.ark+=13960=t7gq71x2f|Chandler	bio1819m
uc2.ark+=13960=t3319w37s|Moliere	fic1910m
mdp.39015051161142|Staiger	bio1980m
8586|LadyBaker	fic1878f
nyp.33433076097298|Dr.Hickes	bio1812u
mdp.39015015179586|ClarenceKing	bio1990m
uc1.$b104167|Laval	fic1956m
mdp.39015020683150|Musa	fic1974m
inu.30000081815049|Sut	fic2002u
uc1.$b756930|Daniel	bio1890m
loc.ark+=13960=t7cr63d8g|Mr.Osmer	bio1890m
mdp.39015018643695|Wolkenstein	bio1984m
uc1.31158011407409|Charpentier	bio1904m
wu.89061993572|Mr.Ross	bio1914m
mdp.39015038166164|IrinaIgnatievna	fic1978f
mdp.39015067076748|Cranmer	bio1812m
5854|Rebecca	fic1823f
3214|Silvia	fic1809f
mdp.39015030855624|Mr.Chamberlain	fic1938m
mdp.39015032304167|Herod	bio1995m
mdp.39015059395908|Mrs.Cutbush	fic1955f
nyp.33433082354451|LordWilliams	bio1832m
loc.ark+=13960=t4sj1vb55|Spencer	bio1866m
uc1.b3318117|Mr.Palmer	bio1874m
mdp.39015051861485|Davis	bio1959m
mdp.39015020703842|MountHolyokeSeminary	bio1987f
12613|JohnSeaton	fic1827m
mdp.39015026047079|Kocher	bio1941m
mdp.39015060591719|BarryMalzberg	fic2005m
uc2.ark+=13960=t51g0mk49|God	bio1872m
loc.ark+=13960=t72v2md30|Lincoln	bio1889m
uc1.b3462637|Jim	fic1984m
mdp.39015048101235|Frankenthaler	bio1985f
yale.39002085610641|GeorgeHerbert	bio1861m
mdp.39015037833863|Jesus	fic1996m
mdp.39015063924990|Mr.Barningham	fic1933m
uc1.b4451940|Dorothea	fic1972f
14095|Tom	fic1867m
8666|Myra	fic1885f
mdp.39015065972377|Evelyn	fic1939f
uc1.$b244773|Bleet	fic1937u
uc2.ark+=13960=t5n875h27|Felix	bio1855f
uc2.ark+=13960=t3qv3nw69|Mr.Scott	bio1914m
mdp.39015043060949|Commission	bio1999m
mdp.39015015190013|Wilde	bio1942m
mdp.39015008269063|Pendleton	bio1948m
uc1.b309550|JamesBrock	bio1847m
uc1.$b401346|John	fic1968m
nyp.33433082335716|Milton	bio1806m
nyp.33433081857306|Overton	bio1806m
5173|Mr.Ellesmere	fic1795m
njp.32101067483816|Richelieu	bio1826m
11288|CharlesEmery	fic1867m
4872|LouisMelville	fic1861m
uc1.$b756681|JohnDuncombe	bio1851m
5340|Mike	fic1884m
uc1.$b751761|Bankes	bio1838m
6888|Nello	fic1870m
11239|Mrs.Sims	fic1840f
702|Crossbone	fic1846u
umn.319510020744148|Earle	bio1842m
mdp.39015034937717|Horace	fic1995m
nyp.33433081844742|Mr.Saul	bio1902m
mdp.39015031600409|Carmen	fic1945f
inu.30000007060282|PhilipBoyes	fic1958m
nyp.33433082191754|Gauls	bio1831u
nyp.33433076097298|Dr.Castell	bio1812m
11774|JackHigh	fic1865m
10310|HenryElmore	fic1850m
2278|Gudbrand	fic1837m
uc1.$b243887|Mr.Kenney	fic1951m
nnc1.0315022595|Dr.Askew	bio1844m
mdp.39015024290028|Dolah	fic1977m
9918|Tom	fic1885m
mdp.39015010540923|Navy	bio1964m
2819|JoeAtkinson	fic1853m
14089|MissAmandaCorntop	fic1841f
uc1.b41506|LordHowe	bio1858m
nyp.33433044669608|Jacob	bio1841m
nyp.33433082542923|HenryIII	bio1784m
mdp.39015005902054|Taft	bio1980m
mdp.39015033088082|Drexler	fic1995m
8230|Jacob	fic1880m
14684|NedWarton	fic1833m
mdp.39015027934150|CharlesLarpenteur	bio1919m
mdp.39015051169699|Bob	fic1982m
mdp.39015047476265|Argoyne	fic1999m
uc1.b4421369|ILD	bio1977u
loc.ark+=13960=t07w6qz2d|Nancy	bio1896f
uc1.b4311641|Sheil	bio1942m
mdp.39015063946415|Morris	fic1939m
uc1.b4088965|Philippe	fic1946m
uc1.b3862854|Anna	fic1981f
uc2.ark+=13960=t3kw5b84d|Irving	bio1912m
uc2.ark+=13960=t3319w37s|Corinne	fic1910f
11975|Francisco	fic1820m
uc2.ark+=13960=t6sx66w85|George	fic1914m
986|Alice	fic1852f
uc1.b4311664|Mr.Secretary	bio1981m
3970|Max	fic1889m
mdp.39015012156058|TheTimes	bio1950u
mdp.39015063520798|Chatterton	bio1802m
uc1.b60581|Allen*	bio1842m
13405|Barbara	fic1827f
mdp.39015005328011|Enitharmon	bio1907u
4464|Ralph	fic1887m
inu.30000006065472|Mikhail	fic1976m
mdp.39015005478493|NewYor\Times	bio1951u
12583|Mrs.Benson	fic1860f
hvd.rslgds|Mr.Stone	bio1844m
uc1.b3935160|GuruSandipani	fic1962m
uc1.$b119429|Mara	fic1960m
7963|Mrs.Winstonsmith*	fic1898f
hvd.32044029890241|Mrs.Abington	bio1818f
mdp.39015063237716|Eric	fic2006m
uiuo.ark+=13960=t6qz24m22|ThomasLincoln	bio1865m
mdp.39015000573637|Victoria	bio1981f
13673|MissAiftrey	fic1785f
uc2.ark+=13960=t4gm8890t|Dr.Beattie	bio1812m
9389|M'Casky	fic1872m
uc1.$b102225|LesCarmes	fic1953m
13113|BrotherSoftandsweet	fic1855m
uc1.$b752888|Campbell	bio1904m
uc1.$b391729|Gyras	fic1969u
4972|LadyKynnaston*	fic1850f
mdp.39015048545316|SarahMaryTaylor	bio2000f
mdp.39015011879312|Truman	bio1956m
mdp.39015001998296|Cicero	bio1940u
uc1.32106015551242|Grafulla	bio1988u
3399|Louis	fic1873m
mdp.39015014872827|Miguel	fic1988m
hvd.hn6ajp|Peter	bio1808m
13436|Leonardi	fic1847m
14086|DeCausis	fic1822m
uc1.b3660616|Brougham	bio1946m
13502|CountLauven	fic1814m
uc1.b3481129|Jones	bio1859m
mdp.39015021304103|Arnold	bio1896m
inu.30000001265085|Dr.Foster	fic1980m
osu.32435004764510|Hal	fic1930m
nyp.33433084130024|Dawkins	fic1907f
6136|Mr.Bulky	fic1892m
hvd.rsle69|Grey	bio1819m
uc1.b3866149|Tracy	bio1948m
uc1.32106013099566|Alain	fic1996m
uc1.32106005837718|Mrs.Lincoln	bio1939f
nyp.33433082541537|John	bio1809m
uiuo.ark+=13960=t0ms3mv8z|AbrahamLincoln	bio1900m
uc1.$b746119|Sheehan	fic1945m
mdp.39015016628045|Roe	bio1985m
uc1.$b245090|Samueli	fic1955u
uc2.ark+=13960=t5bc3x93v|Vendome	bio1810m
4340|GilPerez	fic1831m
11756|Mr.Mills	fic1830m
14751|Gabriel	fic1886m
wu.89069908127|Treasury	bio1875u
1507|Ben	fic1840m
uc1.$b302048|Neff	fic1925m
mdp.39015018408818|Mrs.Eaton	bio1940f
4261|Mrs.Howard	fic1811f
nyp.33433082382205|Cavaliers	bio1868u
mdp.39015003344853|MissReba	fic1962f
4647|jack	fic1896m
5887|Roberts	fic1809m
uc1.b41506|Rogers	bio1858m
pst.000022553164|Mr.Sinclair	fic1993m
794|Congress	fic1857u
uc1.$b676103|Hans	bio1942m
3216|Yarina	fic1895u
pst.000024816342|Austin	fic1962m
13477|Mr.FitzPucker	fic1845m
uc1.$b102225|Marie-Joseph-Rose	fic1953u
mdp.39015031727392|Rebecca	bio1995f
umn.31951002036328f|Mr.Bloodgood	fic1905m
inu.30000109969711|JanFabel	fic2006m
uc1.32106019618591|Godwin	bio1921f
uc1.b4376083|Peter	fic1986m
wu.89097317945|Simms	bio1932m
osu.32435050785104|Marcy	fic1934f
3157|Paupiah	fic1885u
mdp.39015031238457|Nellie	fic1942m
uc1.b4903454|Peggy	bio1974f
mdp.39015033492920|Sheilah	bio1973f
12465|Simon	fic1841m
wu.89058292848|ChinookSalmon	fic1974m
11558|Mrs.Grant	fic1864f
10246|Baptiste	fic1894m
mdp.39015002219809|KidFarrell	fic1941m
mdp.39015054458537|Barbara	fic1982f
pst.000024657617|Narciso	fic1984u
12295|Rosina	fic1892f
osu.32435051214799|Bickerstaff	bio1960m
14752|Pilkington	fic1841m
mdp.39015058232490|Gittle	fic2004u
2406|LordEuville	fic1814m
nyp.33433075959589|Jackson	fic1913m
mdp.39015004165299|George	fic1974m
6051|Kate	fic1835f
uc1.b3317241|JohnBentley	bio1844m
11923|Lizzie	fic1887f
mdp.39015034655806|Nadezhda	fic1946f
njp.32101065411280|Crassus	bio1801m
9441|Barnett	fic1843m
hvd.32044010509719|Dr.LemuelHopkins	bio1828m
14396|DonJuan	fic1876m
loc.ark+=13960=t2w382f23|Mason	bio1913m
inu.30000109325831|Gawain	fic2005u
uc1.b275349|Wordsworth	bio1849m
mdp.39015030948437|Roosevelt	bio1941m
uc1.$b614527|Kosta	fic1935m
loc.ark+=13960=t4fn18v5s|Benton	bio1856m
hvd.rslfjv|Mr.Francis	bio1825m
pst.000030294431|FedorPetrovich	fic1972m
10710|MaryElmsley	fic1872f
mdp.39015008913819|MacDougall	bio1961m
mdp.39015030855921|Adams	bio1928m
12369|Amir	fic1884m
loc.ark+=13960=t7pn9n61x|Oli	bio1866m
10226|Mr.Venables	fic1842m
nyp.33433081777256|Rachel	bio1803f
mdp.39015059775612|Bancroft	bio1959m
mdp.39015018601719|MissWalton	bio1985f
mdp.39015003653881|CharlesRussell	bio1937m
3074|Mary	fic1863f
mdp.39015033744346|Ledoux	bio1974m
uc1.$b800464|MrsLomas	fic1969f
6818|Mrs.Morelle*	fic1862f
wu.89094739208|Mr.Lecky	bio1880m
njp.32101066450303|Monet	bio1911m
mdp.39015063801222|Argyll	bio1947u
uc1.$b536436|Mr.Harvey	fic1942m
11824|MaussRobut	fic1879u
mdp.39015020716679|Maud	bio1986f
yale.39002088660221|Sanderson	bio1812m
5203|Saunders	fic1859m
mdp.39015046424142|Mr.Hales	bio1957m
mdp.39015068041105|Bishop	bio1878m
11631|HenryShelbourne	fic1823m
pst.000018552768|Fanny	bio1949f
nnc1.0045460086|Prince	bio1800m
pst.000028445425|FreddyGray	fic1975m
nnc1.1002164876|MissThorn	fic1907f
uc1.$b57086|Mr.Bondy	fic1940m
uc1.$b166326|Mrs.Sheldon	bio1951f
1602|Peter	fic1869m
1271|MissArnays	fic1866f
uc1.b2921702|Dick	fic1938m
yale.39002014442611|Adair	bio1839m
13541|Mrs.Snagthorpe	fic1833f
mdp.39015043722886|VealVong	bio2000m
uc1.b4499257|Baglioni	bio1865m
14798|MaxdeanHall	fic1833m
mdp.39015049899837|Kneller	bio1949m
mdp.39015014158417|LordHood	bio1923m
mdp.39015063916582|InspectorBull	fic1935m
uc1.b4449563|Bowie	fic1989m
yale.39002013884870|LouisXIII	bio1873m
nyp.33433082418363|MissBirkhead	bio1864f
uc2.ark+=13960=t9n29r93v|VonderHardt	bio1884m
inu.30000126308216|Onwuatuegwu	fic2007u
mdp.39015054179513|Maria	fic2001f
2290|Delavigne	fic1898u
mdp.39015059551708|MrStannard	fic2004m
mdp.39015033969364|Johnny	bio1995m
mdp.39015005143022|Henry	bio1948m
nyp.33433082380100|Delmonico	bio1866m
uc2.ark+=13960=t2r49j15f|JohnWesley	bio1851m
nyp.33433008490694|Caesar	bio1823m
njp.32101068584786|Bayona	bio1801u
13900|VictorMurray	fic1881m
14757|MrsBowdler	fic1823f
mdp.39015037828038|Daniel	fic1982m
uc2.ark+=13960=t54f1qz5x|GeorgeI	bio1806m
uc2.ark+=13960=t80k28h2m|SamTupman	fic1916m
6842|Mr.Gordon	fic1849m
uc2.ark+=13960=t2r49j15f|Willdenow	bio1851u
uc1.$b224009|Dana	bio1943f
mdp.39015078120113|LadyShrewsbury	bio1962f
yale.39002002957877|Mr.Whitehill	bio1898m
12434|DouglasGraeme	fic1879m
yale.39002088660262|Fuller	bio1812m
inu.30000007060282|HarrietVane	fic1958f
uc2.ark+=13960=t9j391h38|Bonaparte	bio1863m
13215|AuntChillington	fic1888f
14488|Dan	fic1868m
uc1.b4325521|Genya	bio1983u
inu.30000055100337|Berger	fic1941m
mdp.39015053370469|MetropolitanMuseumofArt	bio1959m
14712|Galeano	fic1840u
7652|Mary	fic1841f
394|Paule	fic1858m
11218|Mr.Stafford	fic1823m
mdp.39015049785747|SIDNEYCOLVIN	bio1879m
nyp.33433069324501|Tommy	bio1850m
mdp.39015031946315|Anderson	bio1820m
nyp.33433066661285|LordGrey	bio1874m
4506|Mrs.Kramer	fic1853f
osu.32435083797019|Damerel	fic1959m
loc.ark+=13960=t3514hh99|Jerry	bio1872m
13339|Eoger	fic1872m
11829|Josia	fic1878u
mdp.39015004512805|Reddy	fic1956m
14768|Cecilia	fic1840f
nnc1.0037127373|Simon	bio1852m
mdp.39015066187512|JohnWoodvil	bio1882m
nyp.33433081858916|MarieAntoinette	bio1852f
mdp.39015011818815|Frances	bio1987m
mdp.39015015873683|HopeSchuyler	bio1983f
mdp.39015004307057|Ora	bio1975f
loc.ark+=13960=t1rf6166n|Mr.Richardson	bio1902m
uc1.$b750478|Locke	bio1816m
loc.ark+=13960=t2k64wz8c|Ferguson	bio1848m
wu.89097319396|Mrs.Mountagu	bio1861f
uc1.b3679493|Goethe	bio1894m
8003|MissCastellos	fic1871f
uc2.ark+=13960=fk53f4m16n|Crawford	bio1898m
14910|Tommy	fic1852m
hvd.32044010509719|Warren	bio1828m
11412|Nelema	fic1842u
njp.32101063695959|Elisha	bio1869m
pst.000007716232|Texaco	fic1976u
mdp.39015073721584|Richard	bio1790m
uc1.$b790617|LadyBurton	bio1924f
3983|Mother	fic1855f
3816|Laura	fic1840f
nnc2.ark+=13960=t7wm1dj10|Bulow	bio1864u
uc1.$b242745|Evan	fic1948m
2655|LordHenry	fic1891m
mdp.39015040709183|Guglielmo	bio1997f
mdp.39015016775895|LordGranville	bio1844m
mdp.39015039453868|PatrickLynch	bio1842m
11997|Tunbridge	fic1868m
mdp.39015016899174|Jesse	fic1945m
747|Charley	fic1878m
7495|Mrs.Bloomfield	fic1812f
uc2.ark+=13960=t9j391h38|Bossuet	bio1863u
3335|Xaomi	fic1871u
13937|Mrs.Frederick	fic1844f
mdp.39015008631411|FrederickA.T.Fong	fic1948f
8031|Adam	fic1857m
mdp.39015063932027|Phineas	fic1925m
nyp.33433082421458|PeterLumsden	bio1905m
uc1.b3604556|Jane	bio1858f
mdp.39015032218540|Cass	fic1994m
mdp.39015047606440|Rotherham	fic1955u
ucm.530459956x|George	bio1849m
nyp.33433081737326|lordCornwallis	bio1818m
5134|LadyWenman	fic1845f
13583|MorleyErnstcin	fic1842m
pst.000050720163|Gail	fic2003f
mdp.39015049899837|Richard	bio1949m
wu.89097339816|VanDiemen	bio1851m
uva.x030806032|Bethany	bio1890f
mdp.39015038927201|Faramir	fic1966m
loc.ark+=13960=t7tm7b82q|HenryClay	bio1866m
mdp.39015066084768|Farson	bio1991m
hvd.hxg7s4|Granger	bio1820m
mdp.39015025878151|Alexander	bio1857m
uc1.b4311321|Mr.Hull	bio1962m
hvd.hn6n1k|LadyCastlemaine	bio1838f
uc1.b4009501|CommodoreDuff	bio1842m
11594|Holmes	fic1890m
inu.32000000321655|Oliver	bio1847m
wu.89097213094|CouncilofTrent	bio1837m
nyp.33433071001618|Angelica	bio1829f
uc1.b3437292|BillyRose	bio1977m
mdp.39015005917185|LordDowne	bio1931m
nyp.33433082224589|Howel	bio1822u
mdp.39015009440895|Mrs.Biggin	bio1970f
inu.30000009665203|Cleopatra	fic1990f
mdp.39015030661717|Reynaud	bio1941m
9867|Jane	fic1867u
13052|Mrs.Forbes	fic1822f
3980|Mrs.Poinsett	fic1867f
mdp.39015043129645|Linnell	bio1998m
1507|Mr.Smallsole	fic1840m
4835|MrHalcro	fic1829m
7133|Evelyn	fic1859f
mdp.39015025243919|Olga	bio1992f
mdp.39015011818658|Placidus	fic1982m
8666|Kitty	fic1885f
nyp.33433071358067|Mr.Brotherton	bio1805m
mdp.39015050052227|Grierson	bio2000m
mdp.39015063520731|Elizabeth	bio1802f
uc1.32106017760254|Tsang	fic1997m
uc1.b4505567|TenthZionistCongress	bio1985m
wu.89098515059|Baukis	fic1929u
6217|Mr.Hardman	fic1856m
2680|LadyDarcy	fic1839f
uc2.ark+=13960=t04x5cq3n|Emil	fic1920m
pst.000006706319|Walter	fic1927m
10511|Ernest	fic1898m
mdp.39015069272808|VincentinsLirinensis	bio1844u
mdp.39015013891281|MissMacDonald	bio1973f
mdp.39015000542467|Wright	fic1972m
mdp.39015002996612|LordRosebery	bio1944m
uc2.ark+=13960=t9g44nh3j|Talma	bio1862u
mdp.39015019394561|Hunt	bio1991m
mdp.39015024942354|Ham	fic1991m
uc2.ark+=13960=t7np20c63|Mary	fic1913f
hvd.hwad7v|Eleanor	bio1834f
uc2.ark+=13960=t6251p85f|Mr.Duke	bio1812m
loc.ark+=13960=t5k93gr3s|Payne	bio1884m
uc1.$b104197|JobDavis	fic1951m
12231|Hill	fic1898m
wu.89094739562|Collins	bio1822m
mdp.49015000780404|Ferral	fic1968u
mdp.39015062478089|Nishimura	fic2005m
uc1.32106009014926|Abdallah	fic1988m
mdp.39015049798468|Jack	bio1892m
12039|Dr.Winterbottom	fic1824m
mdp.39015062307627|Sheridan	bio1909m
mdp.39015017006605|Rabi	bio1990u
15029|Phihp	fic1847u
7646|Claudia	fic1816f
1479|WilliamAshton	fic1819m
mdp.39015014725736|Mr.HydeClarke	bio1946m
uc1.32106007621383|Effie	fic1987f
mdp.39015069289653|Ms.Adams	fic2004f
inu.32000010022269|MrSidney	bio1855m
mdp.39015033583215|DonGiustino	fic1953m
2956|Mr.Renshawe	fic1899m
uc1.b4020425|Shahryar	fic1923m
uc1.b4430804|Priscilla	fic1981f
mdp.39015064282562|Aman	fic2004m
mdp.39015043618019|Socrates	bio1838m
4250|AlickCorfield	fic1876u
mdp.39015017632665|Harry	bio1987m
3980|Davy	fic1867m
mdp.39015017929699|Nessa	bio1990u
mdp.39015021955086|Makhno	bio1977m
13113|Consuelo	fic1855f
wu.89094732856|Mr.Childers	bio1924m
mdp.39015009386130|TedManton	bio1985m
mdp.39015065846407|Ward	bio1968m
mdp.39015030931458|Mr.Hale	fic1949m
5698|Oliver	fic1826m
uc1.b4362263|Kacingis	fic1977u
mdp.39015068816852|Ben	fic2006m
nyp.33433082304415|Dorothea	bio1817f
uc2.ark+=13960=t2h708r12|Shakespeare	bio1878m
mdp.39015020115252|Lyons	bio1851m
loc.ark+=13960=t2w38207p|C.S.P.S.	bio1895m
wu.89092627132|Brown	bio1889m
6680|WillMaury	fic1871m
13901|Mr.Dallas	fic1832m
1310|Adeline	fic1888f
3044|BobTyrell	fic1836m
uc1.b3660625|Catherine	bio1930f
mdp.39015063622164|Herod	bio1806m
mdp.39015065236922|Mengs	bio1899m
nyp.33433082541768|Dr.Daniels	bio1909m
njp.32101064807058|Rochefort	bio1883m
mdp.39015011492124|Mr.Rowland	fic1930m
2066|Jesus	fic1833m
hvd.hxj8uk|Sappho	bio1823u
mdp.39015025124531|Damours	bio1986u
wu.89058638891|GeorgeEdwards	bio1958m
mdp.39015023544888|Don	fic1972m
uc2.ark+=13960=t9p275b87|Galileo	bio1818m
wu.89094307196|Pauline	bio1942f
mdp.39015017012009|Jr.	bio1990m
mdp.39015018640584|John	bio1989m
mdp.39015031606620|Blanke	bio1986m
pst.000027865910|Murray	bio1961m
13007|NedHuddlestone	fic1849m
mdp.39015007056719|Cuvelier	bio1978u
miun.acs5741,0001,001|Dorothea	bio1907f
mdp.39015037833863|Ajax	fic1996m
10612|WilliamAlday	fic1876m
nyp.33433074811179|Keats	fic1906m
hvd.hxj94s|Cromwell	bio1810m
3451|Martha	fic1888f
uc1.$b748173|Holland	bio1931m
2790|Rivers	fic1850m
12993|Rudiger	fic1877m
mdp.39015022233970|Louis	bio1992m
nyp.33433082536842|Benjamin	bio1799m
mdp.39015028186735|Mr.Arbuthnot	bio1950m
8535|Mr.Turvey	fic1864m
uc1.31822035083740|Harrison	bio1907m
431|Richard	fic1815m
uc1.32106011266571|Betty	fic2000f
loc.ark+=13960=t5k93gr3s|Buntline	bio1884m
uc2.ark+=13960=t75t3z281|Scott	bio1893m
uc1.$b684911|Mrs.Stokes	fic1942f
3318|Cheref	fic1785m
uc1.b3582559|AbedinQuader	fic1985m
13289|Burton	fic1841m
uc1.b3710974|Clarita	fic1929f
mdp.39076002663818|JosephLovell	fic1944m
3459|Herz	fic1885m
15016|Frederick	fic1811m
nyp.33433082130281|Clark	bio1868m
13314|Mr.Lover	fic1869m
uc2.ark+=13960=t73t9ds51|LadyGreensleeves	fic1916f
uc1.$b750474|Calvin	bio1816m
mdp.39015008159736|Franklin	bio1949m
12299|Coe	fic1870m
nyp.33433076053846|CharlieSands	fic1911m
mdp.39015013304640|God	bio1925m
13532|Mrs.Fashionist	fic1812f
inu.32000001824707|Dryden	bio1931m
hvd.hxj94s|David	bio1810m
wu.89060424199|Joseph	bio1955m
12449|Waverley	fic1862m
uva.x001329192|Mr.Fox	bio1809m
wu.89058638925|BenjaminField	bio1958m
uc1.b3325600|StateGazette	bio1850u
nyp.33433071373595|M.deValence	bio1825m
mdp.39015033892749|Foote	bio1939m
uc1.b4241628|Bradbury	bio1988m
mdp.39015063622164|Bembo	bio1806u
mdp.39015046804665|Boswell	bio1980m
uc1.32106005237190|MartinZlotkin	fic1981m
uc1.32106015456905|Feathertop	fic1991u
2329|Achmed	fic1866u
13113|ChristianExaminer	fic1855m
nyp.33433076087174|Molly	fic1919f
inu.32000005556503|Hans	fic1960m
mdp.39015037836643|Jesus	fic1976m
njp.32101075683589|GawenWm.Hamilton	bio1849m
uc2.ark+=13960=t4gm8276b|William	fic1906m
mdp.39015065236922|Murillo	bio1899m
uc1.$b109557|God	fic1937m
2655|Sibyl	fic1891f
mdp.39015011569244|O'Connor	bio1926m
mdp.39015011037481|GeorgeSmith	bio1923m
uc1.b3456907|Galamb	fic1931u
mdp.39015003929737|RichardGauntlett	fic1941m
mdp.39015030764289|Samuel	fic1933m
4773|Ned	fic1894m
uc1.b4438313|Daubeny	bio1978m
wu.89097268981|Harriet	bio1936f
9757|Marian	fic1844f
mdp.39015012158716|Russell	bio1963m
mdp.39015011028589|Kay	bio1986m
2606|John	fic1844m
loc.ark+=13960=t8x92rd4n|Lee	bio1867f
mdp.39015038142488|Davis	fic1993m
nyp.33433074860556|Hill	bio1802m
hvd.32044019778919|Lameth	bio1837m
mdp.39015001153629|LordEdgware	fic1933m
mdp.39015024476833|GandaSingh	fic1968m
10867|Sam	fic1895m
mdp.39015055406766|Neil	bio1982m
14932|Mr.Addison	fic1784m
mdp.39015043722886|Angkar	bio2000u
uc2.ark+=13960=t80k27f3s|Pepperton	fic1910m
14810|MasoSasso	fic1873m
mdp.39015003343533|Lena	fic1970f
mdp.39015011892737|Jevons	fic1938m
2910|Hilda	fic1871f
7394|Jenkinson	fic1852m
uc1.b4324710|Dr.Johnson	bio1975m
uc1.b2985171|William	bio1885m
mdp.39015013018018|EleazerWilliams	bio1893m
uc1.$b685018|GoreHouse	bio1954m
uc1.b3727043|Anne	bio1960f
10784|Gerald	fic1861m
4563|Tom	fic1871m
14231|Louisa	fic1798f
mdp.39015024243837|LadyGregory	bio1972f
mdp.39015030948437|Abednego	bio1941u
uc1.$b750475|Spenser	bio1816u
yale.39002001765842|Cox	bio1845m
mdp.39015040365069|Dafydd	fic1997m
5893|LadyJulia	fic1827f
13170|Morrison	fic1806m
nyp.33433082339866|Sparks	bio1844m
inu.39000002782584|MrOjike	fic1975m
1874|Mr.Drummond	fic1888m
mdp.39015039488047|MarquessWellesley	bio1823m
mdp.39015010263476|Kenney	fic1921m
13609|God	fic1860m
uc1.b4098804|Mr.Fox	fic1946m
uc1.$b111246|Nannie	fic1957f
mdp.39015037702654|MrSmith	fic1996m
mdp.39015046822816|Naboth	fic1964u
mdp.39015064372017|JohnCairns	bio1892m
uc1.$b751347|Alice	bio1876f
10353|Saladin	fic1834u
uc1.$b783852|Margaret	fic1900f
12840|Ezra	fic1888m
loc.ark+=13960=t55d8zx2j|Horatio	bio1896m
mdp.39015078669135|JohnBale	bio1952m
mdp.49015000703570|Mynn	fic1978m
wu.89032207334|Pasquin	bio1948u
yale.39002004510732|RichardBeadon	bio1829m
6883|LadyHarrietBentham	fic1827f
4241|Mrs.Wilton	fic1882f
mdp.39015010342650|Victor	bio1972m
5156|Rigney	fic1865m
14653|WillDavenant	fic1826m
uc2.ark+=13960=fk09w0913v|Jackson	bio1894m
mdp.39015012113000|Napoleon	bio1931m
7737|Paul	fic1866m
uc1.b60647|Morse	bio1872m
7940|Mrs.Jane	fic1807f
14914|Zingani	fic1814u
8828|Elmina	fic1868m
8030|Mary	fic1887f
mdp.39015071597630|MissGregory	fic1936f
wu.89062858394|Norman	bio1857m
uc2.ark+=13960=t84j0d993|Daniels	fic1909m
yale.39002088660205|Caraden	bio1812m
njp.32101068584778|Heywood	bio1801m
uc1.b4350622|Richard	fic1962m
